36,2,3,3,15433,0,15433,0.865,966,22,1.2,42
49,3,3,2,3672,886,2786,1.32,1464,28,0.556,57
56,5,4,3,7882,605,7277,1.052,704,16,0.143,66
41,2,2,2,32426,578,31848,1.042,1109,28,0.474,45
44,4,1,0,6205,2204,4001,0.803,1347,28,0.556,51
43,3,2,3,17304,2517,14787,1.449,1756,33,1.2,50
37,5,2,1,3906,0,3906,1.214,1756,32,1,49
28,2,3,3,9830,2055,7775,0.977,1042,23,0.917,38
30,3,2,3,34516,0,34516,1.621,1444,28,1.333,49
45,6,2,0,2283,1430,853,2.316,1741,27,0.588,56
52,3,2,2,2548,2020,528,2.357,1719,27,1.7,59
40,4,3,3,19458,1435,18023,0.787,1217,27,0.8,46
40,5,1,1,4745,1227,3518,0.624,1140,40,0.6,52
41,6,3,2,2622,1549,1073,1.321,1878,30,1.143,52
40,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,54
54,3,4,2,3171,2179,992,1.224,1946,38,1.923,66
36,4,2,0,19763,2517,17246,0.664,1414,35,0.25,49
36,1,3,3,15769,0,15769,1.041,602,15,0.364,56
36,6,4,2,3298,2200,1098,0.678,1052,32,0.6,49
36,2,2,0,2802,2363,439,0.75,1295,40,0.6,49
50,4,2,3,4458,1880,2578,1.107,1424,29,1.417,56
35,4,1,2,6273,978,5295,2.275,1359,25,1.083,44
34,4,4,3,3336,1753,1583,0.69,1168,27,1.25,42
47,4,2,3,3436,2016,1420,0.901,1097,33,0.833,55
35,2,4,4,34516,0,34516,0.763,691,15,0.5,48
33,5,3,3,5926,1251,4675,0.944,1316,28,1.154,39
32,2,4,2,23957,2102,21855,0.997,1276,26,0.733,44
44,4,2,2,14734,1634,13100,0.989,1289,23,0.917,53
38,4,1,4,34516,1515,33001,0.592,1293,32,0.6,51
52,5,3,3,6584,1817,4767,0.62,1353,35,0.667,57
20,6,3,3,2084,1468,616,1.004,1132,28,0.556,44
32,2,2,2,1687,1107,580,1.715,1670,17,2.4,49
38,6,2,2,25300,1330,23970,1.072,837,15,2,50
42,3,2,3,34516,1763,32753,1.266,1550,41,1.05,51
42,5,3,3,2216,1034,1182,0.758,1540,36,0.286,55
43,4,2,3,2910,2030,880,0.769,1256,21,0.4,54
37,6,2,2,22913,1528,21385,0.414,1394,35,0.522,42
35,3,3,3,24312,1932,22380,1.312,1341,24,1.182,44
36,5,3,2,5272,1515,3757,0.857,1289,33,0.435,53
36,6,4,2,7000,2517,4483,0.475,1112,23,1.875,44
29,4,4,2,7038,1801,5237,0.751,2339,57,0.966,37
30,6,1,2,2536,1823,713,0.703,1468,23,0.353,49
38,6,3,2,28904,1899,27005,0.85,1334,35,0.4,47
37,4,4,0,8567,1695,6872,1.242,1457,41,1.412,47
36,6,2,2,34516,1533,32983,0.924,1603,29,0.526,44
45,2,4,3,2158,0,2158,0.585,615,12,0.714,55
52,2,3,3,10133,1417,8716,0.383,1068,20,0.818,59
35,5,4,2,34516,1219,33297,1.129,1590,27,2,53
47,5,3,0,3085,1910,1175,0.921,1531,35,0.667,52
35,4,2,1,19040,2056,16984,0.607,1212,31,0.722,53
35,5,2,3,4026,0,4026,0.483,1237,32,0.6,43
31,4,3,1,12756,837,11919,1.932,1413,14,1.8,44
45,5,3,3,5266,0,5266,1.702,1516,29,1.636,57
36,3,2,2,9930,0,9930,0.731,1276,21,1.333,51
38,4,3,0,31302,1953,29349,0.875,1564,35,2.182,49
36,4,4,3,6576,0,6576,0.579,1465,34,0.619,45
42,5,4,1,2664,2037,627,0.85,1286,29,0.933,53
28,5,1,2,2535,2440,95,1.705,1312,20,1.222,45
52,6,4,3,1709,895,814,1.656,1673,32,0.882,64
35,5,4,2,3454,1200,2254,0.597,1313,30,0.304,45
35,5,3,2,3789,1706,2083,1.047,1609,42,0.68,53
50,3,2,0,9689,2250,7439,0.576,1158,19,0.727,56
37,2,3,3,5449,1628,3821,0.696,836,18,0.385,47
43,4,4,0,23032,1960,21072,0.619,1289,22,1,49
34,5,3,3,34516,2053,32463,1.034,1487,26,0.733,41
34,6,2,2,2940,1264,1676,0.562,1259,33,0.5,53
32,3,3,3,3031,1879,1152,0.788,1298,15,1.5,44
25,3,3,0,1862,0,1862,0.883,1226,34,0.789,44
33,2,3,3,8358,926,7432,0.762,1566,37,0.542,43
36,6,1,2,34516,931,33585,0.828,1022,21,1.1,53
36,5,2,3,14450,2440,12010,1.283,1235,30,0.667,44
56,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,62
36,6,3,2,33791,1960,31831,0.618,1047,31,0.824,54
39,4,3,0,8466,1886,6580,0.56,1342,32,0.391,57
36,5,3,3,15088,865,14223,0.939,1107,21,1.625,42
36,5,1,2,3263,1674,1589,0.588,1251,35,0.346,42
36,2,2,2,1494,706,788,1.674,1305,24,3,54
35,6,1,0,13551,1294,12257,0.791,1388,37,1.056,48
36,6,2,2,18886,895,17991,1.826,1235,18,1.571,49
48,3,2,0,11976,1273,10703,1.024,2089,36,1.118,52
39,4,1,4,9964,1559,8405,1.873,1626,25,0.786,50
36,4,6,3,24159,1196,22963,0.712,1111,24,1,49
44,3,2,3,5362,1901,3461,0.816,1553,38,1,53
36,3,2,2,34516,1023,33493,1.004,1064,13,0.625,50
36,4,1,0,3174,1951,1223,0.766,1243,29,0.611,55
47,3,2,2,12262,1836,10426,1.584,1659,38,1.533,53
41,4,3,3,3788,1540,2248,0.566,1594,47,0.382,47
42,2,3,2,34516,1527,32989,0.526,1268,42,0.355,55
36,4,2,2,2926,0,2926,0.676,1304,24,0.846,47
52,6,1,0,32090,0,32090,0.567,1368,30,0.364,58
41,3,3,2,11669,2227,9442,0.622,720,23,0.353,53
45,3,1,2,13532,1300,12232,0.846,1521,29,1.417,52
36,4,2,2,11888,2090,9798,0.7,1137,30,0.765,50
36,5,1,2,2393,1985,408,0.788,978,16,0.778,42
39,5,1,2,6111,2517,3594,0.632,1221,16,2.2,43
46,3,2,3,19270,1662,17608,1.186,1565,28,1.545,57
43,3,1,4,3710,2517,1193,1.541,1578,34,0.7,52
37,2,1,3,3235,797,2438,0.541,1493,32,1,47
38,3,1,0,11749,788,10961,0.688,1178,27,0.929,44
36,5,3,2,7753,2100,5653,0.839,991,26,0.733,53
40,5,1,0,10408,1186,9222,1.689,2560,42,1.211,45
36,6,2,3,3967,1568,2399,1.236,1657,29,1.231,63
27,4,2,2,6205,2517,3688,0.939,1204,19,0.727,39
38,1,3,3,8025,0,8025,0.654,673,18,0.8,48
42,6,2,3,9036,2327,6709,0.649,1131,18,0.636,51
34,2,3,2,14926,2517,12409,1.996,1576,25,1.5,54
36,3,2,3,6335,1128,5207,0.397,1217,20,0.667,59
53,2,3,3,14979,0,14979,0.71,530,10,1,59
38,3,2,3,2732,0,2732,0.76,739,16,0.455,48
32,6,3,2,2250,2117,133,1.162,1617,31,2.875,41
50,3,2,0,10916,1536,9380,1.317,1592,34,1,55
36,4,1,3,5349,1228,4121,0.728,1343,30,1.308,47
24,4,1,3,9366,1104,8262,0.572,1303,39,0.625,41
28,5,1,0,21617,0,21617,1.047,1351,22,0.467,40
56,5,2,3,13860,1652,12208,1.255,1910,32,1.909,68
31,2,2,3,18386,0,18386,0.868,1298,22,0.571,50
41,6,2,2,2405,1540,865,0.469,1087,29,1.231,47
47,4,2,3,2154,930,1224,2.121,1439,26,1.364,53
36,3,3,3,2038,0,2038,0.786,1238,28,0.75,42
38,6,1,3,8135,0,8135,1.373,1716,29,0.812,48
38,6,1,3,9364,618,8746,0.554,1099,27,0.8,49
35,4,3,2,32643,0,32643,1.3,1058,24,2.429,44
34,2,3,1,3195,1954,1241,0.971,1285,29,0.706,43
43,5,2,1,2852,1024,1828,1.009,1651,28,1,56
36,2,3,3,4224,1305,2919,0.852,1152,31,0.824,59
36,3,2,2,20459,2071,18388,1.248,1767,38,2.167,46
41,6,5,3,3482,2114,1368,0.508,1039,24,0.263,47
40,5,2,3,3065,1570,1495,1.077,1130,28,1.333,50
43,3,1,2,2185,1761,424,0.682,1645,30,0.429,51
36,4,1,0,1611,746,865,0.993,1413,29,0.706,47
47,3,3,3,2822,2173,649,1.456,1218,23,2.286,58
33,6,3,3,32975,2517,30458,0.658,597,17,0.7,46
47,5,2,2,1438.3,0,1438.3,0.776,2184,53,0.828,53
36,4,3,3,15875,1719,14156,0.86,1592,37,1.467,45
45,6,3,3,6703,893,5810,0.567,1388,28,0.75,52
36,2,2,1,3212,0,3212,0.713,757,20,0.25,53
45,3,1,3,34516,1260,33256,0.588,1504,34,0.789,50
36,4,1,2,9797,1434,8363,0.644,1503,34,0.478,41
36,5,2,2,10400,1777,8623,0.791,1105,28,0.867,45
42,2,1,2,26792,1836,24956,1.432,2398,47,0.88,53
56,4,3,2,3006,2517,489,2.053,1661,32,1,67
36,6,3,0,19482,1072,18410,0.706,1421,22,1.444,57
36,4,2,3,3356,985,2371,0.35,999,28,0.556,59
34,3,2,1,5771,2248,3523,1.791,1387,18,0.8,45
36,6,2,3,11106,2107,8999,0.948,1243,24,1,51
54,5,3,0,2890,2001,889,1.334,1860,36,1,59
45,6,2,2,3380,1701,1679,0.747,1502,25,1.273,53
36,2,1,2,21331,1251,20080,0.949,1460,50,1.083,47
38,6,2,1,12860,0,12860,0.646,1348,27,0.286,49
33,3,1,0,6278,462,5816,1.161,1087,33,0.941,49
55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,60
36,5,1,2,9355,1626,7729,0.701,1230,28,0.867,50
31,6,1,3,20758,0,20758,0.688,1555,32,0.684,41
47,5,3,1,14612,1976,12636,1.768,1827,24,3,57
27,5,2,0,27259,0,27259,0.731,1376,35,0.591,43
47,4,2,3,6347,1594,4753,0.896,1771,37,0.762,57
41,3,3,0,21592,1676,19916,1.097,1873,52,0.529,54
44,5,1,1,3449,1598,1851,0.971,1679,42,0.556,51
34,2,1,2,6028,799,5229,0.819,1002,22,0.571,47
36,3,2,3,18214,1998,16216,0.829,1344,21,1.1,41
43,3,3,1,16393,1423,14970,1.642,1461,42,0.75,53
52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,68
36,4,1,2,7871,1687,6184,1.242,1428,22,1.444,59
36,5,3,0,5288,866,4422,0.869,1777,42,0.75,48
32,4,5,3,11376,2006,9370,0.619,1302,27,0.8,44
41,4,5,3,12302,1632,10670,1.509,1483,41,0.519,48
33,3,2,1,34516,1679,32837,0.623,1060,27,0.5,47
32,4,2,2,34516,1468,33048,0.505,1330,32,0.684,47
35,3,2,2,10514,1580,8934,0.504,1229,27,0.8,43
43,2,4,3,1438.3,0,1438.3,0.707,886,27,0.421,55
46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,59
56,2,1,2,2619,1779,840,1.259,1450,37,0.947,63
53,2,3,0,24407,2395,22012,1.071,2311,48,0.714,58
36,4,1,2,2377,1649,728,0.93,1378,26,1.167,53
40,3,2,3,34516,1359,33157,1.327,1033,26,1.364,59
47,5,3,3,11086,2207,8879,0.869,1523,40,1.105,52
36,4,2,2,11432,2517,8915,0.615,1374,37,0.762,48
36,5,3,2,13258,1721,11537,0.908,1080,21,1.333,43
36,3,2,3,2571,1955,616,0.531,1234,24,0.714,48
31,5,2,0,5781,1168,4613,0.638,1600,32,0.455,43
30,5,1,2,7872,2509,5363,0.971,1155,32,0.882,44
35,6,1,2,34516,1202,33314,0.603,1353,33,0.737,41
38,4,1,3,11127,1835,9292,2.368,1546,25,1.273,44
43,2,1,3,1857,1603,254,0.579,1590,43,1.263,50
36,5,1,0,1913,1272,641,1.008,1448,22,1,60
24,5,3,0,3839,2295,1544,0.569,1271,24,0.714,44
39,6,2,3,2115,1141,974,0.616,1223,20,0.538,48
27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,44
28,4,3,0,27756,1789,25967,0.75,994,24,0.846,41
32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,45
34,6,4,2,13878,2222,11656,0.853,1658,38,0.357,47
36,3,1,3,3106,1304,1802,0.604,1368,38,0.407,51
44,4,3,3,34516,1666,32850,0.613,1218,18,0.8,51
50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,60
46,2,3,0,18871,1740,17131,1.727,1516,21,2,57
29,5,2,2,5207,1748,3459,1.073,1310,26,1,41
36,6,2,2,17965,1644,16321,0.921,1767,50,0.923,44
37,6,3,3,2733,1819,914,0.767,933,25,0.923,43
48,4,3,2,8863,1301,7562,1.207,1512,27,1.455,55
36,2,3,3,1857,1833,24,0.723,829,17,0.7,52
33,3,3,3,34516,0,34516,0.483,1120,27,0.35,44
30,5,3,3,11107,1222,9885,0.538,1506,33,0.941,41
34,4,1,2,21573,1585,19988,0.621,1384,36,2.273,44
33,2,3,3,2859,2517,342,0.993,817,30,0.667,53
36,4,2,2,5269,1475,3794,1.148,2094,25,0.667,39
45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,49
36,1,3,2,3387,0,3387,0.789,510,24,0.6,45
46,6,2,3,1982,1289,693,0.939,1377,49,0.69,54
43,2,2,2,4645,1650,2995,0.912,1193,33,0.65,49
36,6,3,2,2189,1666,523,0.343,1287,36,0.636,46
30,3,3,3,2442,0,2442,0.98,701,19,0.727,46
38,4,1,2,21304,1532,19772,1.018,1770,25,0.923,47
36,5,1,2,7577,2480,5097,0.435,1409,35,0.167,44
31,4,1,2,3234,1486,1748,0.868,1354,28,0.647,50
36,5,3,2,4469,1125,3344,1.363,1765,34,1.615,73
46,6,3,4,2910,709,2201,0.538,1192,27,0.588,56
48,2,4,3,3616,1054,2562,0.616,687,17,0.545,59
56,3,2,3,3252,1495,1757,0.581,1227,15,0.875,70
36,4,3,3,2358,1152,1206,0.969,1737,26,1.6,55
36,4,1,0,22322,953,21369,0.769,1348,34,1.125,43
39,4,2,2,3133,1510,1623,0.609,1435,38,0.462,45
35,2,3,0,3540,849,2691,0.456,1321,28,0.75,45
23,6,3,2,6990,1378,5612,0.73,1479,29,0.611,40
22,2,2,3,34516,1652,32864,0.854,1283,39,1.294,36
40,1,4,1,1438.3,0,1438.3,1.038,689,23,0.353,59
35,6,3,2,24396,1171,23225,0.655,965,17,1.125,43
36,2,3,2,2474,2143,331,1.53,1541,40,1,46
32,5,1,3,5214,795,4419,0.707,1258,23,1.3,41
46,5,2,2,5207,1650,3557,0.708,1339,20,0.538,51
25,2,2,2,9512,1082,8430,0.701,1007,22,1.444,51
23,6,3,2,3187,2430,757,0.617,1387,33,1.357,43
53,1,3,3,3353,0,3353,1.021,960,18,0.385,64
38,3,3,3,2290,1434,856,0.923,1119,18,3.5,54
43,6,1,3,5279,1115,4164,0.549,1642,41,0.519,48
29,5,3,0,23603,0,23603,0.795,1382,31,1.067,40
45,6,2,2,2601,0,2601,0.814,1232,32,0.684,57
40,4,3,0,6363,1029,5334,0.838,1542,16,1.286,45
36,4,3,3,8029,1576,6453,0.826,1094,32,0.524,41
31,2,2,2,2410,1769,641,0.759,1217,30,1.143,42
36,1,1,2,3401,0,3401,0.898,744,18,1,45
23,4,2,0,2260,1007,1253,0.84,1614,33,0.737,42
30,5,2,2,17682,2481,15201,1.302,1747,31,1.214,47
42,3,1,3,4206,1100,3106,0.587,1144,22,1,48
37,4,3,2,34516,1440,33076,1.117,1575,34,2.4,43
36,4,3,0,23018,2168,20850,0.859,1463,24,1.667,41
44,5,2,3,5556,1711,3845,1.434,1706,21,1.625,54
44,3,3,1,6094,0,6094,1.129,909,14,0.273,54
52,3,1,2,2939,1999,940,2.145,2434,33,1.538,61
48,2,1,0,5362,1274,4088,1.015,1876,41,0.783,61
36,3,3,3,27126,0,27126,0.953,1000,25,0.786,48
36,6,3,2,3342,2517,825,0.771,1139,30,0.765,45
40,6,2,2,2532,2221,311,0.491,799,21,0.235,54
46,2,2,3,1900,1376,524,0.89,1881,45,0.607,54
37,2,3,2,14546,1703,12843,0.955,1273,27,0.588,44
36,2,3,2,2521,1608,913,0.587,1328,33,0.571,50
36,3,4,3,16427,1682,14745,0.631,1579,36,1.118,55
36,5,1,2,13068,1718,11350,0.607,937,28,0.556,48
33,6,3,0,23218,1814,21404,1.178,1749,37,2.083,45
36,5,1,3,3281,837,2444,1.859,1424,29,1.417,60
47,5,3,2,3096,2217,879,0.799,2011,41,0.783,55
52,5,2,3,2052,1250,802,0.728,1208,31,0.632,62
30,2,3,0,1438.3,583,855.3,0.888,1259,24,1,38
39,2,3,2,9432,1418,8014,0.612,1319,26,0.368,46
45,5,2,3,14938,2303,12635,0.804,949,27,2,50
36,5,3,2,2221,1343,878,0.869,1338,30,1.308,45
37,6,3,0,5731,1577,4154,0.657,1554,26,0.444,47
33,2,2,3,34516,2061,32455,0.722,1350,32,0.455,48
22,5,2,2,6985,1130,5855,0.963,1694,44,0.76,35
42,3,3,0,24221,1707,22514,0.816,1678,40,0.538,51
24,4,1,1,15439,0,15439,0.742,2069,43,0.536,36
36,6,3,2,21637,2030,19607,0.776,1222,23,0.438,47
37,2,3,2,14543,0,14543,0.788,1536,37,0.423,52
36,2,1,1,9684,2475,7209,0.697,1400,31,2.1,43
36,2,2,2,5007,930,4077,0.885,1050,28,1.154,63
54,3,2,0,1616,1047,569,0.984,1389,33,1.2,61
40,5,2,2,19116,0,19116,0.656,1184,29,0.611,53
47,5,6,2,2759,2223,536,1.32,2093,42,1,53
38,2,3,3,8249,1381,6868,0.798,678,11,0.833,57
31,2,3,2,14041,2154,11887,1.084,1467,29,1.417,38
43,5,3,2,5264,2169,3095,0.374,1219,27,0.5,53
54,4,2,1,2420,1912,508,1.256,1730,36,0.565,63
43,4,2,0,2826,2070,756,0.541,1025,28,0.647,49
34,5,5,2,12518,1539,10979,0.645,1165,33,0.833,45
56,4,2,1,5876,1297,4579,1.012,2133,55,0.719,67
37,3,2,3,34516,0,34516,0.448,1122,13,0.182,48
38,4,1,2,9648,1926,7722,0.549,1083,22,1.75,51
40,3,3,3,34516,2177,32339,1.32,1234,23,1.875,52
35,3,3,0,3025,2376,649,1.252,1277,23,1.875,55
26,4,3,3,3265,2517,748,0.952,1843,35,0.944,34
36,3,2,2,6041,1355,4686,0.685,1747,49,0.581,56
36,3,3,2,2293,1823,470,0.617,1166,22,1.444,44
36,6,2,2,13399,2505,10894,0.627,1326,31,0.824,47
38,4,3,3,4317,2517,1800,0.944,1619,36,1,46
29,5,2,0,3378,1069,2309,0.581,1285,16,0.333,43
36,4,1,3,5012,2242,2770,0.816,1142,28,1,50
30,4,1,0,2569,1605,964,0.574,1190,46,0.643,38
45,3,1,2,3471,1785,1686,1.051,1052,24,0.714,53
31,5,3,3,34516,1699,32817,0.771,1628,38,0.727,43
36,6,3,2,3312,1844,1468,0.986,1740,32,0.882,53
38,4,3,3,2578,2462,116,1.707,1378,29,0.812,56
44,4,3,2,2902,2517,385,0.821,996,26,0.444,54
39,3,2,1,2742,2321,421,1.315,1389,32,0.6,57
53,5,3,3,2077,1571,506,1.031,1365,38,1,62
40,5,1,2,6265,1942,4323,1.027,1715,43,0.87,46
44,6,3,0,7819,1560,6259,0.827,1582,25,0.786,49
42,6,3,3,2731,1692,1039,0.62,1220,22,0.692,52
36,2,4,3,1438.3,537,901.3,0.819,715,13,0.182,58
36,3,1,2,16286,1710,14576,1.223,2552,49,1.227,54
39,3,2,3,34516,0,34516,0.507,1106,31,0.938,49
47,6,1,0,2609,2439,170,1.269,1731,34,1.833,58
45,5,3,2,7567,1173,6394,0.541,1435,32,0.6,52
33,5,3,3,22770,2517,20253,0.994,1882,38,0.652,41
50,5,1,2,3791,1648,2143,1.227,2058,34,0.789,62
39,4,4,2,2702,2517,185,1.019,1658,32,1.462,54
35,3,1,3,2555,2117,438,1.049,1334,32,0.6,40
26,5,3,2,2355,1090,1265,0.751,1441,29,0.812,43
42,6,2,0,5332,0,5332,0.939,1371,39,1.167,53
49,6,3,2,1443,1375,68,0.683,1991,38,0.583,55
39,6,2,3,10741,755,9986,1.166,1278,22,1.444,46
25,3,2,0,7984,1503,6481,0.797,1734,39,1.167,41
32,3,2,2,18584,2517,16067,0.703,1330,34,1.125,49
56,4,1,3,5585,1465,4120,1.503,1787,31,0.722,61
38,6,3,2,34516,2165,32351,0.837,1672,32,0.524,46
43,6,3,4,1438.3,0,1438.3,1.068,1439,41,1.05,50
24,5,1,0,2478,2031,447,1.284,1558,31,0.938,40
46,6,3,3,34516,2274,32242,0.788,1795,47,0.679,51
44,6,2,3,2339,1440,899,0.431,893,22,0.375,50
36,6,3,2,2726,0,2726,0.844,1099,27,0.588,47
39,3,3,3,14881,848,14033,0.762,1408,23,1.091,43
36,6,3,3,1628,969,659,0.999,1893,15,2.75,36
34,5,2,2,3156,1644,1512,1.052,1151,31,1.385,47
41,5,3,0,4745,1270,3475,0.93,1519,31,0.938,46
36,5,3,2,19727,1785,17942,0.572,1245,25,0.786,46
36,3,3,2,22720,793,21927,0.685,1102,27,0.286,52
36,5,3,0,8129,1799,6330,0.566,1402,33,0.737,43
27,6,2,3,3751,1521,2230,0.974,1060,30,1.308,40
36,3,5,3,1594,1411,183,0.817,1459,35,1.188,54
43,4,2,0,2569,1403,1166,0.886,1456,39,0.444,55
44,6,3,2,18206,1586,16620,0.921,1439,48,1,49
34,6,3,3,3104,1766,1338,0.828,1353,24,1.182,45
41,5,3,2,2406,1560,846,0.751,1173,32,0.391,49
36,5,2,3,24571,1955,22616,1.174,1746,28,1,63
36,3,2,3,15534,726,14808,0.556,1279,28,0.867,40
33,4,2,0,12301,2250,10051,0.484,1307,29,0.261,41
26,6,2,3,2846,1818,1028,0.711,1473,37,1.176,37
49,6,2,3,9788,1794,7994,0.778,1805,37,0.762,58
36,4,3,3,7231,2381,4850,0.996,1421,23,1.3,55
48,6,3,2,2324,1576,748,0.728,1272,37,1.312,53
40,3,2,3,12208,1980,10228,0.616,1409,34,0.619,57
30,2,5,3,5639,1547,4092,1.087,647,15,0.364,43
46,3,3,2,10021,1617,8404,0.578,1275,25,0.667,58
56,6,1,0,2215,1915,300,0.794,1270,27,0.588,64
44,3,2,3,2027,1480,547,0.979,1702,37,0.947,54
47,6,2,2,6363,1162,5201,0.644,1256,26,1,53
25,6,1,2,3920,2008,1912,0.944,3178,53,0.656,39
36,5,1,3,9226,1233,7993,1.521,1626,29,1.636,56
49,6,1,1,9376,1288,8088,0.597,1562,33,0.5,54
46,5,3,3,1944,1346,598,1.052,1960,57,0.727,59
36,3,1,0,9599,1554,8045,1.087,1154,38,1.235,42
28,5,1,2,28202,843,27359,0.637,1629,38,0.727,42
39,3,3,1,24850,1662,23188,0.693,1226,25,0.923,43
49,5,3,3,3805,2233,1572,1.095,1743,27,0.929,55
37,5,2,2,2733,1306,1427,0.791,1139,39,0.444,52
27,6,3,3,12781,1253,11528,0.638,1073,21,0.4,46
40,3,3,3,3106,1120,1986,1.045,683,17,0.7,57
42,3,3,0,7477,0,7477,0.511,1159,32,0.684,48
33,6,1,3,34516,2086,32430,0.986,1859,47,0.958,45
36,6,5,2,29963,2094,27869,0.648,1205,28,0.867,48
36,5,3,0,6509,2033,4476,0.83,1409,37,0.37,47
34,3,3,3,13450,0,13450,0.742,1000,18,0.059,42
36,6,2,0,27000,0,27000,0.61,1209,39,0.3,41
31,5,2,1,34516,1254,33262,0.869,1366,25,0.786,51
47,5,3,2,6347,0,6347,0.466,1161,44,0.375,55
49,4,3,2,3106,1675,1431,0.781,1512,38,0.407,67
31,4,1,1,2536,913,1623,1.059,1750,35,1.333,39
35,6,3,0,13048,1954,11094,1.139,1170,24,0.846,54
37,3,3,1,2453,968,1485,1.081,2218,50,0.613,55
36,3,2,2,16138,1249,14889,1.01,1198,33,0.833,47
38,3,2,0,8077,1965,6112,0.637,1329,26,0.444,49
23,3,3,3,1929,1673,256,0.835,857,36,1.118,42
36,3,3,2,3127,2517,610,0.589,1470,30,1.143,57
36,3,3,2,8645,1454,7191,0.708,1435,25,1.778,44
49,3,1,3,1438.3,0,1438.3,0.503,1093,22,0.833,56
38,6,3,2,2185,0,2185,0.727,715,20,0.818,49
32,5,2,2,24487,2517,21970,0.912,1512,42,0.909,45
36,6,2,3,2567,0,2567,1.636,2399,43,0.955,63
33,6,3,3,4131,785,3346,0.543,906,22,1.2,44
37,3,2,2,10790,1930,8860,0.75,1052,16,1.286,44
33,4,3,3,6884,1001,5883,0.786,975,11,0.833,40
36,5,3,3,13961,1299,12662,0.842,783,20,0.667,39
30,6,1,0,29801,1916,27885,0.781,990,21,0.909,42
43,4,1,1,13219,0,13219,0.576,1097,24,0.5,54
46,2,3,3,2536,0,2536,0.917,901,35,0.522,58
36,5,3,1,9478,820,8658,0.64,1327,41,0.864,46
34,6,1,2,3502,1851,1651,2.023,1814,31,0.722,47
56,4,3,3,10509,2388,8121,0.777,1365,34,1.429,67
36,3,3,0,1491,0,1491,0.876,1058,34,0.889,50
46,6,1,2,9734,0,9734,0.785,1476,38,0.9,55
22,6,1,3,2305,1627,678,0.747,1230,36,0.565,46
36,3,1,3,14241,2081,12160,0.909,1581,44,0.833,47
25,3,1,2,4789,1257,3532,1.134,1534,29,0.933,36
34,4,2,3,23138,1727,21411,0.693,1612,39,1.438,40
38,6,1,3,23008,2280,20728,0.674,1302,36,0.636,57
36,3,1,0,3131,2517,614,0.602,1439,40,0.481,48
53,5,3,2,5798,1794,4004,0.564,1724,45,0.452,58
36,5,2,3,6880,1390,5490,1.205,1784,35,0.944,48
41,3,2,2,34516,1531,32985,0.862,1156,29,1.071,48
34,6,2,1,2075,1469,606,1.322,2556,49,1.13,53
