56,3,3,2,10215,1010,9205,0.843,1904,40,1,0.099,0.00018558,0.99981
34,5,2,2,10100,0,10100,0.525,1052,18,1.571,0,0.00012144,0.99988
42,6,0,0,4785,1362,3423,0.739,1045,38,0.9,0.285,7.66E-06,0.99999
33,3,2,3,2753,1811,942,0.977,1038,25,2.571,0.658,0.00021834,0.99978
48,2,5,1,2451,1690,761,1.323,1596,26,1.6,0.69,0.00012458,0.99988
36,4,1,2,8923,2517,6406,1.726,1589,24,1.667,0.282,5.78E-05,0.99994
38,5,2,3,2650,1490,1160,1.75,1411,28,1,0.562,0.00018612,0.99981
49,6,2,2,12555,1696,10859,0.519,1291,24,0.714,0.135,9.77E-05,0.9999
36,4,2,1,3520,1914,1606,0.51,1407,43,0.483,0.544,6.26E-05,0.99994
36,6,2,3,3035,2298,737,1.724,1877,37,1.176,0.757,0.00019864,0.9998
36,2,3,3,15433,0,15433,0.865,966,22,1.2,0,0.00035532,0.99964
49,3,3,2,3672,886,2786,1.32,1464,28,0.556,0.241,0.00016883,0.99983
56,5,4,3,7882,605,7277,1.052,704,16,0.143,0.077,0.9978,0.00219708
41,2,2,2,32426,578,31848,1.042,1109,28,0.474,0.018,0.00011811,0.99988
44,4,1,0,6205,2204,4001,0.803,1347,28,0.556,0.355,2.23E-05,0.99998
43,3,2,3,17304,2517,14787,1.449,1756,33,1.2,0.145,0.00015785,0.99984
37,5,2,1,3906,0,3906,1.214,1756,32,1,0,6.92E-05,0.99993
28,2,3,3,9830,2055,7775,0.977,1042,23,0.917,0.209,0.00031726,0.99968
30,3,2,3,34516,0,34516,1.621,1444,28,1.333,0,0.00020643,0.99979
45,6,2,0,2283,1430,853,2.316,1741,27,0.588,0.626,6.08E-05,0.99994
52,3,2,2,2548,2020,528,2.357,1719,27,1.7,0.793,0.0001546,0.99985
40,4,3,3,19458,1435,18023,0.787,1217,27,0.8,0.074,0.00030516,0.99969
40,5,1,1,4745,1227,3518,0.624,1140,40,0.6,0.259,3.03E-05,0.99997
41,6,3,2,2622,1549,1073,1.321,1878,30,1.143,0.591,0.00020516,0.99979
40,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,0.562,0.99028,0.00972
54,3,4,2,3171,2179,992,1.224,1946,38,1.923,0.687,0.00018134,0.99982
36,4,2,0,19763,2517,17246,0.664,1414,35,0.25,0.127,4.62E-05,0.99995
36,1,3,3,15769,0,15769,1.041,602,15,0.364,0,0.99671,0.00329379
36,6,4,2,3298,2200,1098,0.678,1052,32,0.6,0.667,0.00022797,0.99977
36,2,2,0,2802,2363,439,0.75,1295,40,0.6,0.843,4.36E-05,0.99996
50,4,2,3,4458,1880,2578,1.107,1424,29,1.417,0.422,0.00019683,0.9998
35,4,1,2,6273,978,5295,2.275,1359,25,1.083,0.156,5.69E-05,0.99994
34,4,4,3,3336,1753,1583,0.69,1168,27,1.25,0.525,0.00035539,0.99964
47,4,2,3,3436,2016,1420,0.901,1097,33,0.833,0.587,0.00021834,0.99978
35,2,4,4,34516,0,34516,0.763,691,15,0.5,0,0.99823,0.00177065
33,5,3,3,5926,1251,4675,0.944,1316,28,1.154,0.211,0.00027604,0.99972
32,2,4,2,23957,2102,21855,0.997,1276,26,0.733,0.088,0.00026824,0.99973
44,4,2,2,14734,1634,13100,0.989,1289,23,0.917,0.111,0.00011065,0.99989
38,4,1,4,34516,1515,33001,0.592,1293,32,0.6,0.044,0.00015398,0.99985
52,5,3,3,6584,1817,4767,0.62,1353,35,0.667,0.276,0.00029411,0.99971
20,6,3,3,2084,1468,616,1.004,1132,28,0.556,0.704,0.00031104,0.99969
32,2,2,2,1687,1107,580,1.715,1670,17,2.4,0.656,0.00011382,0.99989
38,6,2,2,25300,1330,23970,1.072,837,15,2,0.053,0.00016471,0.99984
42,3,2,3,34516,1763,32753,1.266,1550,41,1.05,0.051,0.00020077,0.9998
42,5,3,3,2216,1034,1182,0.758,1540,36,0.286,0.467,0.00030251,0.9997
43,4,2,3,2910,2030,880,0.769,1256,21,0.4,0.698,0.00017969,0.99982
37,6,2,2,22913,1528,21385,0.414,1394,35,0.522,0.067,0.00012082,0.99988
35,3,3,3,24312,1932,22380,1.312,1341,24,1.182,0.079,0.00027607,0.99972
36,5,3,2,5272,1515,3757,0.857,1289,33,0.435,0.287,0.00017987,0.99982
36,6,4,2,7000,2517,4483,0.475,1112,23,1.875,0.36,0.00022797,0.99977
29,4,4,2,7038,1801,5237,0.751,2339,57,0.966,0.256,0.00023192,0.99977
30,6,1,2,2536,1823,713,0.703,1468,23,0.353,0.719,5.72E-05,0.99994
38,6,3,2,28904,1899,27005,0.85,1334,35,0.4,0.066,0.00017987,0.99982
37,4,4,0,8567,1695,6872,1.242,1457,41,1.412,0.198,8.32E-05,0.99992
36,6,2,2,34516,1533,32983,0.924,1603,29,0.526,0.044,0.00011743,0.99988
45,2,4,3,2158,0,2158,0.585,615,12,0.714,0,0.99763,0.00236635
52,2,3,3,10133,1417,8716,0.383,1068,20,0.818,0.14,0.00028395,0.99972
35,5,4,2,34516,1219,33297,1.129,1590,27,2,0.035,0.00020404,0.9998
47,5,3,0,3085,1910,1175,0.921,1531,35,0.667,0.619,6.64E-05,0.99993
35,4,2,1,19040,2056,16984,0.607,1212,31,0.722,0.108,6.67E-05,0.99993
35,5,2,3,4026,0,4026,0.483,1237,32,0.6,0,0.00020424,0.9998
31,4,3,1,12756,837,11919,1.932,1413,14,1.8,0.066,0.00010943,0.99989
45,5,3,3,5266,0,5266,1.702,1516,29,1.636,0,0.00033251,0.99967
36,3,2,2,9930,0,9930,0.731,1276,21,1.333,0,0.00011065,0.99989
38,4,3,0,31302,1953,29349,0.875,1564,35,2.182,0.062,6.77E-05,0.99993
36,4,4,3,6576,0,6576,0.579,1465,34,0.619,0,0.00034315,0.99966
42,5,4,1,2664,2037,627,0.85,1286,29,0.933,0.765,0.0001125,0.99989
28,5,1,2,2535,2440,95,1.705,1312,20,1.222,0.963,6.28E-05,0.99994
52,6,4,3,1709,895,814,1.656,1673,32,0.882,0.524,0.00034315,0.99966
35,5,4,2,3454,1200,2254,0.597,1313,30,0.304,0.347,0.00022556,0.99977
35,5,3,2,3789,1706,2083,1.047,1609,42,0.68,0.45,0.00027008,0.99973
50,3,2,0,9689,2250,7439,0.576,1158,19,0.727,0.232,4.24E-05,0.99996
37,2,3,3,5449,1628,3821,0.696,836,18,0.385,0.299,0.997,0.00299743
43,4,4,0,23032,1960,21072,0.619,1289,22,1,0.085,8.09E-05,0.99992
34,5,3,3,34516,2053,32463,1.034,1487,26,0.733,0.059,0.00031177,0.99969
34,6,2,2,2940,1264,1676,0.562,1259,33,0.5,0.43,0.00011811,0.99988
32,3,3,3,3031,1879,1152,0.788,1298,15,1.5,0.62,0.00030251,0.9997
25,3,3,0,1862,0,1862,0.883,1226,34,0.789,0,6.69E-05,0.99993
33,2,3,3,8358,926,7432,0.762,1566,37,0.542,0.111,0.00037329,0.99963
36,6,1,2,34516,931,33585,0.828,1022,21,1.1,0.027,6.48E-05,0.99994
36,5,2,3,14450,2440,12010,1.283,1235,30,0.667,0.169,0.00018475,0.99982
56,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,0,7.76E-06,0.99999
36,6,3,2,33791,1960,31831,0.618,1047,31,0.824,0.058,0.00020735,0.99979
39,4,3,0,8466,1886,6580,0.56,1342,32,0.391,0.223,6.96E-05,0.99993
36,5,3,3,15088,865,14223,0.939,1107,21,1.625,0.057,0.00034503,0.99965
36,5,1,2,3263,1674,1589,0.588,1251,35,0.346,0.513,5.62E-05,0.99994
36,2,2,2,1494,706,788,1.674,1305,24,3,0.473,0.00010043,0.9999
35,6,1,0,13551,1294,12257,0.791,1388,37,1.056,0.095,2.11E-05,0.99998
36,6,2,2,18886,895,17991,1.826,1235,18,1.571,0.047,0.00010684,0.99989
48,3,2,0,11976,1273,10703,1.024,2089,36,1.118,0.106,4.24E-05,0.99996
39,4,1,4,9964,1559,8405,1.873,1626,25,0.786,0.156,0.00015942,0.99984
36,4,6,3,24159,1196,22963,0.712,1111,24,1,0.05,0.00032436,0.99968
44,3,2,3,5362,1901,3461,0.816,1553,38,1,0.355,0.0001861,0.99981
36,3,2,2,34516,1023,33493,1.004,1064,13,0.625,0.03,0.00011382,0.99989
36,4,1,0,3174,1951,1223,0.766,1243,29,0.611,0.615,2.76E-05,0.99997
47,3,2,2,12262,1836,10426,1.584,1659,38,1.533,0.15,0.00010386,0.9999
41,4,3,3,3788,1540,2248,0.566,1594,47,0.382,0.407,0.00030516,0.99969
42,2,3,2,34516,1527,32989,0.526,1268,42,0.355,0.044,0.00015801,0.99984
36,4,2,2,2926,0,2926,0.676,1304,24,0.846,0,0.00011811,0.99988
52,6,1,0,32090,0,32090,0.567,1368,30,0.364,0,2.13E-05,0.99998
41,3,3,2,11669,2227,9442,0.622,720,23,0.353,0.191,0.99447,0.00553
45,3,1,2,13532,1300,12232,0.846,1521,29,1.417,0.096,5.35E-05,0.99995
36,4,2,2,11888,2090,9798,0.7,1137,30,0.765,0.176,9.93E-05,0.9999
36,5,1,2,2393,1985,408,0.788,978,16,0.778,0.83,5.17E-05,0.99995
39,5,1,2,6111,2517,3594,0.632,1221,16,2.2,0.412,6.35E-05,0.99994
46,3,2,3,19270,1662,17608,1.186,1565,28,1.545,0.086,0.00020077,0.9998
43,3,1,4,3710,2517,1193,1.541,1578,34,0.7,0.678,0.00014834,0.99985
37,2,1,3,3235,797,2438,0.541,1493,32,1,0.246,0.00013405,0.99987
38,3,1,0,11749,788,10961,0.688,1178,27,0.929,0.067,2.11E-05,0.99998
36,5,3,2,7753,2100,5653,0.839,991,26,0.733,0.271,0.00017486,0.99983
40,5,1,0,10408,1186,9222,1.689,2560,42,1.211,0.114,2.07E-05,0.99998
36,6,2,3,3967,1568,2399,1.236,1657,29,1.231,0.395,0.0001747,0.99983
27,4,2,2,6205,2517,3688,0.939,1204,19,0.727,0.406,0.00013393,0.99987
38,1,3,3,8025,0,8025,0.654,673,18,0.8,0,0.99672,0.00328187
42,6,2,3,9036,2327,6709,0.649,1131,18,0.636,0.258,0.00019751,0.9998
34,2,3,2,14926,2517,12409,1.996,1576,25,1.5,0.169,0.00018864,0.99981
36,3,2,3,6335,1128,5207,0.397,1217,20,0.667,0.178,0.00017969,0.99982
53,2,3,3,14979,0,14979,0.71,530,10,1,0,0.99639,0.00360825
38,3,2,3,2732,0,2732,0.76,739,16,0.455,0,0.99518,0.00481999
32,6,3,2,2250,2117,133,1.162,1617,31,2.875,0.941,0.00017987,0.99982
50,3,2,0,10916,1536,9380,1.317,1592,34,1,0.141,4.20E-05,0.99996
36,4,1,3,5349,1228,4121,0.728,1343,30,1.308,0.23,9.72E-05,0.9999
24,4,1,3,9366,1104,8262,0.572,1303,39,0.625,0.118,9.01E-05,0.99991
28,5,1,0,21617,0,21617,1.047,1351,22,0.467,0,2.05E-05,0.99998
56,5,2,3,13860,1652,12208,1.255,1910,32,1.909,0.119,0.00017969,0.99982
31,2,2,3,18386,0,18386,0.868,1298,22,0.571,0,0.00016236,0.99984
41,6,2,2,2405,1540,865,0.469,1087,29,1.231,0.64,0.00012274,0.99988
47,4,2,3,2154,930,1224,2.121,1439,26,1.364,0.432,0.0001747,0.99983
36,3,3,3,2038,0,2038,0.786,1238,28,0.75,0,0.00034328,0.99966
38,6,1,3,8135,0,8135,1.373,1716,29,0.812,0,9.44E-05,0.99991
38,6,1,3,9364,618,8746,0.554,1099,27,0.8,0.066,0.00012583,0.99987
35,4,3,2,32643,0,32643,1.3,1058,24,2.429,0,0.00016711,0.99983
34,2,3,1,3195,1954,1241,0.971,1285,29,0.706,0.612,0.00011377,0.99989
43,5,2,1,2852,1024,1828,1.009,1651,28,1,0.359,5.73E-05,0.99994
36,2,3,3,4224,1305,2919,0.852,1152,31,0.824,0.309,0.00027607,0.99972
36,3,2,2,20459,2071,18388,1.248,1767,38,2.167,0.101,0.00010985,0.99989
41,6,5,3,3482,2114,1368,0.508,1039,24,0.263,0.607,0.00038948,0.99961
40,5,2,3,3065,1570,1495,1.077,1130,28,1.333,0.512,0.00020643,0.99979
43,3,1,2,2185,1761,424,0.682,1645,30,0.429,0.806,5.88E-05,0.99994
36,4,1,0,1611,746,865,0.993,1413,29,0.706,0.463,2.17E-05,0.99998
47,3,3,3,2822,2173,649,1.456,1218,23,2.286,0.77,0.0003262,0.99967
33,6,3,3,32975,2517,30458,0.658,597,17,0.7,0.076,0.99681,0.00319072
47,5,2,2,1438.3,0,1438.3,0.776,2184,53,0.828,0,0.00011482,0.99989
36,4,3,3,15875,1719,14156,0.86,1592,37,1.467,0.108,0.0003262,0.99967
45,6,3,3,6703,893,5810,0.567,1388,28,0.75,0.133,0.00027604,0.99972
36,2,2,1,3212,0,3212,0.713,757,20,0.25,0,0.98692,0.01308
45,3,1,3,34516,1260,33256,0.588,1504,34,0.789,0.037,8.14E-05,0.99992
36,4,1,2,9797,1434,8363,0.644,1503,34,0.478,0.146,5.56E-05,0.99994
36,5,2,2,10400,1777,8623,0.791,1105,28,0.867,0.171,0.00011751,0.99988
42,2,1,2,26792,1836,24956,1.432,2398,47,0.88,0.069,5.88E-05,0.99994
56,4,3,2,3006,2517,489,2.053,1661,32,1,0.837,0.00016883,0.99983
36,6,3,0,19482,1072,18410,0.706,1421,22,1.444,0.055,6.16E-05,0.99994
36,4,2,3,3356,985,2371,0.35,999,28,0.556,0.294,0.00018475,0.99982
34,3,2,1,5771,2248,3523,1.791,1387,18,0.8,0.39,7.06E-05,0.99993
36,6,2,3,11106,2107,8999,0.948,1243,24,1,0.19,0.00019864,0.9998
54,5,3,0,2890,2001,889,1.334,1860,36,1,0.692,6.40E-05,0.99994
45,6,2,2,3380,1701,1679,0.747,1502,25,1.273,0.503,0.00010684,0.99989
36,2,1,2,21331,1251,20080,0.949,1460,50,1.083,0.059,5.72E-05,0.99994
38,6,2,1,12860,0,12860,0.646,1348,27,0.286,0,7.32E-05,0.99993
33,3,1,0,6278,462,5816,1.161,1087,33,0.941,0.074,2.48E-05,0.99998
55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,0.513,7.73E-05,0.99992
36,5,1,2,9355,1626,7729,0.701,1230,28,0.867,0.174,5.35E-05,0.99995
31,6,1,3,20758,0,20758,0.688,1555,32,0.684,0,0.000109,0.99989
47,5,3,1,14612,1976,12636,1.768,1827,24,3,0.135,0.00010182,0.9999
27,5,2,0,27259,0,27259,0.731,1376,35,0.591,0,4.40E-05,0.99996
47,4,2,3,6347,1594,4753,0.896,1771,37,0.762,0.251,0.00019864,0.9998
41,3,3,0,21592,1676,19916,1.097,1873,52,0.529,0.078,9.96E-05,0.9999
44,5,1,1,3449,1598,1851,0.971,1679,42,0.556,0.463,4.03E-05,0.99996
34,2,1,2,6028,799,5229,0.819,1002,22,0.571,0.133,5.56E-05,0.99994
36,3,2,3,18214,1998,16216,0.829,1344,21,1.1,0.11,0.0001597,0.99984
43,3,3,1,16393,1423,14970,1.642,1461,42,0.75,0.087,0.00011574,0.99988
52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,0.626,0.99338,0.00662
36,4,1,2,7871,1687,6184,1.242,1428,22,1.444,0.214,5.03E-05,0.99995
36,5,3,0,5288,866,4422,0.869,1777,42,0.75,0.164,7.65E-05,0.99992
32,4,5,3,11376,2006,9370,0.619,1302,27,0.8,0.176,0.00034882,0.99965
41,4,5,3,12302,1632,10670,1.509,1483,41,0.519,0.133,0.00034086,0.99966
33,3,2,1,34516,1679,32837,0.623,1060,27,0.5,0.049,6.50E-05,0.99993
32,4,2,2,34516,1468,33048,0.505,1330,32,0.684,0.043,0.00010284,0.9999
35,3,2,2,10514,1580,8934,0.504,1229,27,0.8,0.15,9.38E-05,0.99991
43,2,4,3,1438.3,0,1438.3,0.707,886,27,0.421,0,0.99727,0.00272694
46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0,0.9972,0.00280059
56,2,1,2,2619,1779,840,1.259,1450,37,0.947,0.679,5.17E-05,0.99995
53,2,3,0,24407,2395,22012,1.071,2311,48,0.714,0.098,6.45E-05,0.99994
36,4,1,2,2377,1649,728,0.93,1378,26,1.167,0.694,5.35E-05,0.99995
40,3,2,3,34516,1359,33157,1.327,1033,26,1.364,0.039,0.00016316,0.99984
47,5,3,3,11086,2207,8879,0.869,1523,40,1.105,0.199,0.0003139,0.99969
36,4,2,2,11432,2517,8915,0.615,1374,37,0.762,0.22,0.00011482,0.99989
36,5,3,2,13258,1721,11537,0.908,1080,21,1.333,0.13,0.00018339,0.99982
36,3,2,3,2571,1955,616,0.531,1234,24,0.714,0.76,0.00018612,0.99981
31,5,2,0,5781,1168,4613,0.638,1600,32,0.455,0.202,4.40E-05,0.99996
30,5,1,2,7872,2509,5363,0.971,1155,32,0.882,0.319,6.35E-05,0.99994
35,6,1,2,34516,1202,33314,0.603,1353,33,0.737,0.035,5.56E-05,0.99994
38,4,1,3,11127,1835,9292,2.368,1546,25,1.273,0.165,8.93E-05,0.99991
43,2,1,3,1857,1603,254,0.579,1590,43,1.263,0.863,0.00010183,0.9999
36,5,1,0,1913,1272,641,1.008,1448,22,1,0.665,1.96E-05,0.99998
24,5,3,0,3839,2295,1544,0.569,1271,24,0.714,0.598,6.96E-05,0.99993
39,6,2,3,2115,1141,974,0.616,1223,20,0.538,0.539,0.00019864,0.9998
27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,0.472,0.00011382,0.99989
28,4,3,0,27756,1789,25967,0.75,994,24,0.846,0.064,6.45E-05,0.99994
32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,0,5.56E-05,0.99994
34,6,4,2,13878,2222,11656,0.853,1658,38,0.357,0.16,0.00020195,0.9998
36,3,1,3,3106,1304,1802,0.604,1368,38,0.407,0.42,9.26E-05,0.99991
44,4,3,3,34516,1666,32850,0.613,1218,18,0.8,0.048,0.00030251,0.9997
50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,0.713,0.99717,0.00282527
46,2,3,0,18871,1740,17131,1.727,1516,21,2,0.092,7.29E-05,0.99993
29,5,2,2,5207,1748,3459,1.073,1310,26,1,0.336,0.00011751,0.99988
36,6,2,2,17965,1644,16321,0.921,1767,50,0.923,0.092,0.00013897,0.99986
37,6,3,3,2733,1819,914,0.767,933,25,0.923,0.666,0.00027607,0.99972
48,4,3,2,8863,1301,7562,1.207,1512,27,1.455,0.147,0.00017488,0.99983
36,2,3,3,1857,1833,24,0.723,829,17,0.7,0.987,0.99659,0.00341249
33,3,3,3,34516,0,34516,0.483,1120,27,0.35,0,0.0003139,0.99969
30,5,3,3,11107,1222,9885,0.538,1506,33,0.941,0.11,0.00031104,0.99969
34,4,1,2,21573,1585,19988,0.621,1384,36,2.273,0.073,6.35E-05,0.99994
33,2,3,3,2859,2517,342,0.993,817,30,0.667,0.88,0.997,0.00299743
36,4,2,2,5269,1475,3794,1.148,2094,25,0.667,0.28,0.00011065,0.99989
45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0,0.99482,0.00518
36,1,3,2,3387,0,3387,0.789,510,24,0.6,0,0.99432,0.00568
46,6,2,3,1982,1289,693,0.939,1377,49,0.69,0.65,0.00019143,0.99981
43,2,2,2,4645,1650,2995,0.912,1193,33,0.65,0.355,0.00012144,0.99988
36,6,3,2,2189,1666,523,0.343,1287,36,0.636,0.761,0.00027008,0.99973
30,3,3,3,2442,0,2442,0.98,701,19,0.727,0,0.99677,0.00323086
38,4,1,2,21304,1532,19772,1.018,1770,25,0.923,0.072,5.72E-05,0.99994
36,5,1,2,7577,2480,5097,0.435,1409,35,0.167,0.327,7.97E-05,0.99992
31,4,1,2,3234,1486,1748,0.868,1354,28,0.647,0.459,6.72E-05,0.99993
36,5,3,2,4469,1125,3344,1.363,1765,34,1.615,0.252,0.00015005,0.99985
46,6,3,4,2910,709,2201,0.538,1192,27,0.588,0.244,0.00058851,0.99941
48,2,4,3,3616,1054,2562,0.616,687,17,0.545,0.291,0.99673,0.00326713
56,3,2,3,3252,1495,1757,0.581,1227,15,0.875,0.46,0.0001597,0.99984
36,4,3,3,2358,1152,1206,0.969,1737,26,1.6,0.489,0.00029408,0.99971
36,4,1,0,22322,953,21369,0.769,1348,34,1.125,0.043,2.34E-05,0.99998
39,4,2,2,3133,1510,1623,0.609,1435,38,0.462,0.482,0.00010985,0.99989
35,2,3,0,3540,849,2691,0.456,1321,28,0.75,0.24,6.82E-05,0.99993
23,6,3,2,6990,1378,5612,0.73,1479,29,0.611,0.197,0.00016883,0.99983
22,2,2,3,34516,1652,32864,0.854,1283,39,1.294,0.048,0.00018612,0.99981
40,1,4,1,1438.3,0,1438.3,1.038,689,23,0.353,0,0.9925,0.0075
35,6,3,2,24396,1171,23225,0.655,965,17,1.125,0.048,0.00020735,0.99979
36,2,3,2,2474,2143,331,1.53,1541,40,1,0.866,0.00018558,0.99981
32,5,1,3,5214,795,4419,0.707,1258,23,1.3,0.152,9.52E-05,0.9999
46,5,2,2,5207,1650,3557,0.708,1339,20,0.538,0.317,0.00011382,0.99989
25,2,2,2,9512,1082,8430,0.701,1007,22,1.444,0.114,0.00012982,0.99987
23,6,3,2,3187,2430,757,0.617,1387,33,1.357,0.762,0.00018864,0.99981
53,1,3,3,3353,0,3353,1.021,960,18,0.385,0,0.99605,0.00394582
38,3,3,3,2290,1434,856,0.923,1119,18,3.5,0.626,0.00031231,0.99969
43,6,1,3,5279,1115,4164,0.549,1642,41,0.519,0.211,0.00010566,0.99989
29,5,3,0,23603,0,23603,0.795,1382,31,1.067,0,6.82E-05,0.99993
45,6,2,2,2601,0,2601,0.814,1232,32,0.684,0,0.00010043,0.9999
40,4,3,0,6363,1029,5334,0.838,1542,16,1.286,0.162,6.96E-05,0.99993
36,4,3,3,8029,1576,6453,0.826,1094,32,0.524,0.196,0.00030516,0.99969
31,2,2,2,2410,1769,641,0.759,1217,30,1.143,0.734,0.00012274,0.99988
36,1,1,2,3401,0,3401,0.898,744,18,1,0,0.98217,0.01783
23,4,2,0,2260,1007,1253,0.84,1614,33,0.737,0.446,4.53E-05,0.99995
30,5,2,2,17682,2481,15201,1.302,1747,31,1.214,0.14,0.00012274,0.99988
42,3,1,3,4206,1100,3106,0.587,1144,22,1,0.262,9.44E-05,0.99991
37,4,3,2,34516,1440,33076,1.117,1575,34,2.4,0.042,0.00015255,0.99985
36,4,3,0,23018,2168,20850,0.859,1463,24,1.667,0.094,6.77E-05,0.99993
44,5,2,3,5556,1711,3845,1.434,1706,21,1.625,0.308,0.00018475,0.99982
44,3,3,1,6094,0,6094,1.129,909,14,0.273,0,0.99061,0.00939
52,3,1,2,2939,1999,940,2.145,2434,33,1.538,0.68,4.73E-05,0.99995
48,2,1,0,5362,1274,4088,1.015,1876,41,0.783,0.238,1.79E-05,0.99998
36,3,3,3,27126,0,27126,0.953,1000,25,0.786,0,0.99661,0.00338788
36,6,3,2,3342,2517,825,0.771,1139,30,0.765,0.753,0.00018864,0.99981
40,6,2,2,2532,2221,311,0.491,799,21,0.235,0.877,0.99169,0.00831
46,2,2,3,1900,1376,524,0.89,1881,45,0.607,0.724,0.00028744,0.99971
37,2,3,2,14546,1703,12843,0.955,1273,27,0.588,0.117,0.00018665,0.99981
36,2,3,2,2521,1608,913,0.587,1328,33,0.571,0.638,0.00027297,0.99973
36,3,4,3,16427,1682,14745,0.631,1579,36,1.118,0.102,0.00052896,0.99947
36,5,1,2,13068,1718,11350,0.607,937,28,0.556,0.131,5.51E-05,0.99994
33,6,3,0,23218,1814,21404,1.178,1749,37,2.083,0.078,6.45E-05,0.99994
36,5,1,3,3281,837,2444,1.859,1424,29,1.417,0.255,7.73E-05,0.99992
47,5,3,2,3096,2217,879,0.799,2011,41,0.783,0.716,0.00017486,0.99983
52,5,2,3,2052,1250,802,0.728,1208,31,0.632,0.609,0.0001597,0.99984
30,2,3,0,1438.3,583,855.3,0.888,1259,24,1,0.405,6.05E-05,0.99994
39,2,3,2,9432,1418,8014,0.612,1319,26,0.368,0.15,0.00018145,0.99982
45,5,2,3,14938,2303,12635,0.804,949,27,2,0.154,0.0001443,0.99986
36,5,3,2,2221,1343,878,0.869,1338,30,1.308,0.605,0.00018494,0.99982
37,6,3,0,5731,1577,4154,0.657,1554,26,0.444,0.275,8.10E-05,0.99992
33,2,2,3,34516,2061,32455,0.722,1350,32,0.455,0.06,0.00022488,0.99978
22,5,2,2,6985,1130,5855,0.963,1694,44,0.76,0.162,0.00012144,0.99988
42,3,3,0,24221,1707,22514,0.816,1678,40,0.538,0.07,6.64E-05,0.99993
24,4,1,1,15439,0,15439,0.742,2069,43,0.536,0,3.35E-05,0.99997
36,6,3,2,21637,2030,19607,0.776,1222,23,0.438,0.094,0.00018864,0.99981
37,2,3,2,14543,0,14543,0.788,1536,37,0.423,0,0.00017987,0.99982
36,2,1,1,9684,2475,7209,0.697,1400,31,2.1,0.256,3.58E-05,0.99996
36,2,2,2,5007,930,4077,0.885,1050,28,1.154,0.186,0.00011065,0.99989
54,3,2,0,1616,1047,569,0.984,1389,33,1.2,0.648,3.60E-05,0.99996
40,5,2,2,19116,0,19116,0.656,1184,29,0.611,0,0.00011703,0.99988
47,5,6,2,2759,2223,536,1.32,2093,42,1,0.806,0.00014734,0.99985
38,2,3,3,8249,1381,6868,0.798,678,11,0.833,0.167,0.99683,0.00317458
